3.0,"Not good, rip off
  
","November 20, 2019",Yes,"I ordered this phone and it came with a defect on the screen- where it had been damaged. The screen was scratched up from prior use and had an old screen protector on it. The phone is slow and you can tell something has happened to it. If they are going to sell products at this quality it should be HALF as much as they are selling it for. Not original charger, no headphones.",1
1.0,"Lots of issues.
  
","July 15, 2019",Yes,This devices and not even wiped. Still had stuff from previous user.,3
5.0,,"June 2, 2019",No,None,0
3.0,"A few criticisms
  
","September 3, 2019",Yes,"The first thing I noticed was the button configuration. The display on/off button is on the right side directly across from the vol ancd xme down button, as opposed to the other iphones being on top. So to get a good grip to switch the display on/off you can also press the volume down button then that takes a screen shot. You do have to be very aware of careful not to do this.This editor just deleted most of my review, so I will not repeat it, as a waste of my time.",2
5.0,"Great Buy
  
","June 19, 2019",Yes,The phone is like brand new and worked with cricket out of the box,3
5.0,"Good price good phone
  
","July 26, 2019",Yes,It’s a good phone. I was hesitant but it’s turning out just fine. The battery life is good and it’s just like getting a new phone. I’m not a fan of iPhones but this was given to me as a gift so if you are an iPhone fan you will love this phone especially for the cost,2
5.0,"It sucks that video quality is only 720p but it’s okay!
  
","June 29, 2019",Yes,This clearly says that it doesn’t come with headphones so I don’t know why people are giving it a low rating when they don’t read the description so that’s on them! This phone is the best and I like it a lot,3
4.0,"Very Convenient, no scratches, finger prints, or scratches!
  
","July 17, 2019",Yes,"No scratches no finger prints no cracks on the screen! The iphone XR is great for most purposes, social media, games, and streaming videos, which makes it very convenient. It does indeed have a 1080p resolution screen. After getting to level 19 in hole.io the amount of objects loading and your hole’s size started were what I believe started the temperature of the phone to raise. Battery life is very useful, it can last the whole time your awake (7-14hours) on 50% brightness. In fact, i’m using it right now to write this review. My only real complaint is the price, most iPhones are very expensive, but for the newest model iPhone this is pretty cheap.",1
1.0,"Phone is reported Lost/Stolen (Please don’t purchase)..
  
","September 29, 2019",Yes,"This phone doesn’t work with my carrier , I wouldn’t advice anyone to purchased , Everytime I go to the store to have the issue fixed with metro all they asked is where did I purchase this phone cause it reported lost/stolen so now I have to return phone and get my refund .... Phone looks brand new though but just doesn’t works ... not good ... Sometimes it’s best to buy phone brand new cause I wouldn’t have this problem  ...",2
1.0,"Being fully unlocked
  
","August 27, 2019",Yes,It was not unlocked,5
5.0,"Great phone
  
","September 11, 2019",Yes,Perfect physical and working condition. Great deal!,4
